hanja_unicode,hangul_eumga
U+201DC,시
U+201DD,
U+201DE,
U+201DF,
U+201E0,
U+201E1,
U+201E2,
U+201E3,
U+201E4,
U+201E5,
U+201E6,
U+201E7,
U+201E8,
U+201E9,
U+201EA,
U+201EB,
U+201EC,
U+201ED,
U+201EE,
U+201EF,
U+201F0,
U+201F1,말
U+201F2,
U+201F3,
U+201F4,
U+201F5,
U+201F6,
U+201F7,
U+201F8,
U+201F9,
U+201FA,
U+201FB,
U+201FC,
U+201FD,
U+201FE,
U+201FF,
U+20200,
U+20201,
U+20202,
U+20203,
U+20204,환
U+20205,
U+20206,휴
U+20207,
U+20208,차
U+20209,간
U+2020A,나
U+2020B,융
U+2020C,우
U+2020D,
U+2020E,치
U+2020F,검
U+20210,신
U+20211,광
U+20212,
U+20213,
U+20214,
U+20215,
U+20216,
U+20217,
U+20218,
U+20219,
U+2021A,
U+2021B,
U+2021C,
U+2021D,
U+2021E,
U+2021F,
U+20220,
U+20221,
U+20222,
U+20223,
U+20224,
U+20225,
U+20226,급
U+20227,역
U+20228,작
U+20229,
U+2022A,
U+2022B,
U+2022C,
U+2022D,
U+2022E,기
U+2022F,병
U+20230,
U+20231,
U+20232,
U+20233,벽
U+20234,
U+20235,방
U+20236,읍
U+20237,
U+20238,
U+20239,유
U+2023A,
U+2023B,
U+2023C,
U+2023D,
U+2023E,
U+2023F,역
U+20240,
U+20241,
U+20242,
U+20243,
U+20244,
U+20245,
U+20246,
U+20247,
U+20248,
U+20249,
U+2024A,
U+2024B,
U+2024C,
U+2024D,
U+2024E,
U+2024F,
U+20250,
U+20251,
U+20252,
U+20253,
U+20254,
U+20255,사
U+20256,
U+20257,
U+20258,
U+20259,
U+2025A,
U+2025B,
U+2025C,
U+2025D,
U+2025E,
U+2025F,
U+20260,
U+20261,
U+20262,
U+20263,
U+20264,
U+20265,
U+20266,
U+20267,
U+20268,
U+20269,
U+2026A,엽
U+2026B,
U+2026C,
U+2026D,
U+2026E,
U+2026F,
U+20270,
U+20271,
U+20272,
U+20273,
U+20274,
U+20275,
U+20276,
U+20277,
U+20278,
U+20279,
U+2027A,
U+2027B,
U+2027C,
U+2027D,
U+2027E,
U+2027F,
U+20280,
U+20281,
U+20282,
U+20283,
U+20284,
U+20285,
U+20286,
U+20287,
U+20288,
U+20289,
U+2028A,
U+2028B,
U+2028C,
U+2028D,
U+2028E,
U+2028F,
U+20290,
U+20291,
U+20292,
U+20293,
U+20294,
U+20295,
U+20296,
U+20297,
U+20298,
U+20299,
U+2029A,
U+2029B,
U+2029C,
U+2029D,
U+2029E,
U+2029F,
U+202A0,
U+202A1,
U+202A2,
U+202A3,
U+202A4,
U+202A5,
U+202A6,
U+202A7,
U+202A8,
U+202A9,
U+202AA,
U+202AB,
U+202AC,
U+202AD,
U+202AE,
U+202AF,
U+202B0,
U+202B1,
U+202B2,
U+202B3,
U+202B4,
U+202B5,
U+202B6,
U+202B7,
U+202B8,
U+202B9,
U+202BA,
U+202BB,
U+202BC,
U+202BD,
U+202BE,
U+202BF,
U+202C0,
U+202C1,
U+202C2,
U+202C3,
U+202C4,
U+202C5,
U+202C6,
U+202C7,
U+202C8,
U+202C9,
U+202CA,
U+202CB,
U+202CC,
U+202CD,
U+202CE,
U+202CF,
U+202D0,
U+202D1,
U+202D2,
U+202D3,
U+202D4,
U+202D5,
U+202D6,
U+202D7,
U+202D8,
U+202D9,
U+202DA,
U+202DB,
U+202DC,
U+202DD,
U+202DE,
U+202DF,
U+202E0,
U+202E1,
U+202E2,
U+202E3,
U+202E4,
U+202E5,
U+202E6,
U+202E7,
U+202E8,
U+202E9,
U+202EA,
U+202EB,
U+202EC,
U+202ED,
U+202EE,
U+202EF,
U+202F0,
U+202F1,
U+202F2,
U+202F3,
U+202F4,
U+202F5,
U+202F6,
U+202F7,
U+202F8,
U+202F9,
U+202FA,
U+202FB,
U+202FC,
U+202FD,
U+202FE,
U+202FF,
U+20300,
U+20301,
U+20302,
U+20303,
U+20304,
U+20305,
U+20306,
U+20307,
U+20308,
U+20309,
U+2030A,
U+2030B,
U+2030C,
U+2030D,
U+2030E,
U+2030F,
U+20310,
U+20311,
U+20312,
U+20313,
U+20314,
U+20315,
U+20316,
U+20317,
U+20318,
U+20319,
U+2031A,
U+2031B,
U+2031C,
U+2031D,
U+2031E,
U+2031F,
U+20320,
U+20321,
U+20322,
U+20323,
U+20324,
U+20325,
U+20326,
U+20327,
U+20328,
U+20329,
U+2032A,
U+2032B,필
U+2032C,
U+2032D,
U+2032E,
U+2032F,리
U+20330,개
U+20331,
U+20332,
U+20333,
U+20334,
U+20335,
U+20336,화
U+20337,
U+20338,
U+20339,
U+2033A,
U+2033B,
U+2033C,
U+2033D,
U+2033E,
U+2033F,
U+20340,
U+20341,
U+20342,
U+20343,
U+20344,
U+20345,
U+20346,
U+20347,
U+20348,
U+20349,
U+2034A,
U+2034B,
U+2034C,
U+2034D,
U+2034E,
U+2034F,
U+20350,
U+20351,
U+20352,
U+20353,
U+20354,
U+20355,
U+20356,
U+20357,
U+20358,
U+20359,
U+2035A,
U+2035B,
U+2035C,
U+2035D,
U+2035E,
U+2035F,
U+20360,
U+20361,
U+20362,
U+20363,
U+20364,
U+20365,
U+20366,
U+20367,
U+20368,
U+20369,
U+2036A,
U+2036B,
U+2036C,
U+2036D,
U+2036E,
U+2036F,
U+20370,
U+20371,집
U+20372,
U+20373,
U+20374,
U+20375,
U+20376,
U+20377,
U+20378,
U+20379,
U+2037A,
U+2037B,
U+2037C,
U+2037D,
U+2037E,
U+2037F,
U+20380,
U+20381,
U+20382,
U+20383,
U+20384,
U+20385,
U+20386,
U+20387,
U+20388,
U+20389,
U+2038A,
U+2038B,
U+2038C,
U+2038D,
U+2038E,
U+2038F,
U+20390,
U+20391,
U+20392,
U+20393,
U+20394,
U+20395,
U+20396,
U+20397,
U+20398,
U+20399,
U+2039A,
U+2039B,
U+2039C,
U+2039D,건
U+2039E,
U+2039F,
U+203A0,
U+203A1,
U+203A2,
U+203A3,
U+203A4,
U+203A5,
U+203A6,
U+203A7,
U+203A8,
U+203A9,
U+203AA,
U+203AB,
U+203AC,
U+203AD,
U+203AE,
U+203AF,
U+203B0,
U+203B1,
U+203B2,
U+203B3,
U+203B4,
U+203B5,
U+203B6,
U+203B7,
U+203B8,
U+203B9,
U+203BA,
U+203BB,
U+203BC,
U+203BD,
U+203BE,
U+203BF,
U+203C0,
U+203C1,
U+203C2,
U+203C3,
U+203C4,
U+203C5,
U+203C6,
U+203C7,
U+203C8,
U+203C9,
U+203CA,
U+203CB,
U+203CC,
U+203CD,
U+203CE,
U+203CF,
U+203D0,
U+203D1,
U+203D2,
U+203D3,
U+203D4,
U+203D5,
U+203D6,
U+203D7,
U+203D8,
U+203D9,
U+203DA,
U+203DB,
U+203DC,
U+203DD,
U+203DE,
U+203DF,
U+203E0,
U+203E1,
U+203E2,
U+203E3,
U+203E4,
U+203E5,
U+203E6,
U+203E7,
U+203E8,
U+203E9,
U+203EA,
U+203EB,
U+203EC,
U+203ED,
U+203EE,
U+203EF,
U+203F0,
U+203F1,
U+203F2,
U+203F3,
U+203F4,
U+203F5,
U+203F6,
U+203F7,
U+203F8,
U+203F9,
U+203FA,
U+203FB,
U+203FC,
U+203FD,
U+203FE,
U+203FF,
U+20400,
U+20401,
U+20402,
U+20403,
U+20404,
U+20405,
U+20406,
U+20407,
U+20408,
U+20409,
U+2040A,
U+2040B,
U+2040C,파
U+2040D,
U+2040E,
U+2040F,
U+20410,
U+20411,
U+20412,
U+20413,
U+20414,
U+20415,
U+20416,
U+20417,
U+20418,
U+20419,
U+2041A,
U+2041B,
U+2041C,
U+2041D,
U+2041E,
U+2041F,
U+20420,
U+20421,
U+20422,
U+20423,
U+20424,
U+20425,
U+20426,
U+20427,
U+20428,
U+20429,
U+2042A,
U+2042B,
U+2042C,
U+2042D,
U+2042E,
U+2042F,
U+20430,
U+20431,
U+20432,
U+20433,
U+20434,
U+20435,
U+20436,
U+20437,
U+20438,
U+20439,
U+2043A,
U+2043B,건
U+2043C,
U+2043D,
U+2043E,
U+2043F,
U+20440,
U+20441,
U+20442,
U+20443,
U+20444,섭
U+20445,
U+20446,
U+20447,
U+20448,
U+20449,
U+2044A,
U+2044B,
U+2044C,
U+2044D,
U+2044E,
U+2044F,
U+20450,
U+20451,
U+20452,
U+20453,
U+20454,
U+20455,
U+20456,
U+20457,
U+20458,
U+20459,
U+2045A,
U+2045B,
U+2045C,
U+2045D,
U+2045E,
U+2045F,
U+20460,
U+20461,
U+20462,
U+20463,
U+20464,
U+20465,
U+20466,
U+20467,
U+20468,
U+20469,
U+2046A,
U+2046B,
U+2046C,
U+2046D,
U+2046E,
U+2046F,
U+20470,
U+20471,
U+20472,
U+20473,
U+20474,
U+20475,
U+20476,
U+20477,
U+20478,
U+20479,
U+2047A,
U+2047B,
U+2047C,
U+2047D,
U+2047E,
U+2047F,
U+20480,
U+20481,
U+20482,
U+20483,
U+20484,
U+20485,
U+20486,
U+20487,
U+20488,
U+20489,
U+2048A,
U+2048B,
U+2048C,
U+2048D,
U+2048E,
U+2048F,
U+20490,
U+20491,
U+20492,
U+20493,
U+20494,
U+20495,
U+20496,
U+20497,
U+20498,
U+20499,
U+2049A,
U+2049B,
U+2049C,
U+2049D,
U+2049E,
U+2049F,
U+204A0,
U+204A1,
U+204A2,
U+204A3,
U+204A4,
U+204A5,
U+204A6,
U+204A7,
U+204A8,
U+204A9,
U+204AA,
U+204AB,
U+204AC,
U+204AD,
U+204AE,
U+204AF,
U+204B0,
U+204B1,
U+204B2,
U+204B3,
U+204B4,
U+204B5,
U+204B6,
U+204B7,
U+204B8,
U+204B9,
U+204BA,
U+204BB,
U+204BC,
U+204BD,
U+204BE,
U+204BF,
U+204C0,
U+204C1,
U+204C2,
U+204C3,
U+204C4,
U+204C5,
U+204C6,
U+204C7,
U+204C8,
U+204C9,
U+204CA,
U+204CB,
U+204CC,
U+204CD,
U+204CE,
U+204CF,
U+204D0,
U+204D1,
U+204D2,
U+204D3,
U+204D4,
U+204D5,
U+204D6,
U+204D7,
U+204D8,
U+204D9,
U+204DA,
U+204DB,
U+204DC,
U+204DD,
U+204DE,
U+204DF,
U+204E0,
U+204E1,
U+204E2,
U+204E3,
U+204E4,
U+204E5,
U+204E6,
U+204E7,
U+204E8,
U+204E9,
U+204EA,
U+204EB,
U+204EC,
U+204ED,
U+204EE,
U+204EF,
U+204F0,
U+204F1,
U+204F2,
U+204F3,
U+204F4,
U+204F5,
U+204F6,
U+204F7,
U+204F8,
U+204F9,
U+204FA,
U+204FB,
U+204FC,
U+204FD,
U+204FE,
U+204FF,
U+20500,
U+20501,
U+20502,
U+20503,
U+20504,
U+20505,
U+20506,
U+20507,
U+20508,
U+20509,
U+2050A,
U+2050B,
U+2050C,
U+2050D,
U+2050E,
U+2050F,
U+20510,
U+20511,
U+20512,
U+20513,
U+20514,
U+20515,
U+20516,
U+20517,
U+20518,
U+20519,
U+2051A,
U+2051B,
U+2051C,
U+2051D,
U+2051E,
U+2051F,
U+20520,
U+20521,
U+20522,
U+20523,
U+20524,
U+20525,
U+20526,
U+20527,
U+20528,
U+20529,
U+2052A,
U+2052B,
U+2052C,
U+2052D,
U+2052E,
U+2052F,
U+20530,
U+20531,
U+20532,
U+20533,
U+20534,
U+20535,
U+20536,
U+20537,
U+20538,
U+20539,
U+2053A,
U+2053B,
U+2053C,
U+2053D,
U+2053E,
U+2053F,
U+20540,
U+20541,
U+20542,
U+20543,
U+20544,
U+20545,
U+20546,
U+20547,
U+20548,
U+20549,
U+2054A,
U+2054B,책
U+2054C,
U+2054D,
U+2054E,
U+2054F,
U+20550,
U+20551,
U+20552,
U+20553,
U+20554,
U+20555,
U+20556,
U+20557,
U+20558,
U+20559,
U+2055A,
U+2055B,
U+2055C,
U+2055D,
U+2055E,
U+2055F,
U+20560,
U+20561,
U+20562,
U+20563,
U+20564,
U+20565,
U+20566,
U+20567,
U+20568,
U+20569,
U+2056A,
U+2056B,
U+2056C,
U+2056D,
U+2056E,
U+2056F,
U+20570,
U+20571,
U+20572,
U+20573,
U+20574,
U+20575,
U+20576,
U+20577,
U+20578,
U+20579,
U+2057A,
U+2057B,
U+2057C,
U+2057D,
U+2057E,
U+2057F,
U+20580,
U+20581,
U+20582,
U+20583,
U+20584,
U+20585,
U+20586,
U+20587,
U+20588,
U+20589,
U+2058A,
U+2058B,
U+2058C,
U+2058D,
U+2058E,
U+2058F,
U+20590,
U+20591,
U+20592,
U+20593,
U+20594,
U+20595,
U+20596,
U+20597,
U+20598,
U+20599,
U+2059A,
U+2059B,
U+2059C,
U+2059D,
U+2059E,
U+2059F,
U+205A0,
U+205A1,
U+205A2,
U+205A3,
U+205A4,
U+205A5,
U+205A6,
U+205A7,
U+205A8,
U+205A9,
U+205AA,
U+205AB,
U+205AC,
U+205AD,
U+205AE,
U+205AF,
U+205B0,
U+205B1,
U+205B2,
U+205B3,
U+205B4,
U+205B5,
U+205B6,
U+205B7,
U+205B8,
U+205B9,
U+205BA,
U+205BB,
U+205BC,
U+205BD,
U+205BE,
U+205BF,
U+205C0,
U+205C1,
U+205C2,"학, 락"
U+205C3,
U+205C4,
U+205C5,
U+205C6,
U+205C7,
U+205C8,
U+205C9,
U+205CA,
U+205CB,
U+205CC,
U+205CD,
U+205CE,
U+205CF,
U+205D0,
U+205D1,
U+205D2,
U+205D3,
U+205D4,
U+205D5,
U+205D6,
U+205D7,
U+205D8,
U+205D9,
U+205DA,
U+205DB,
U+205DC,
U+205DD,
U+205DE,
U+205DF,
U+205E0,
U+205E1,
U+205E2,
U+205E3,
U+205E4,
U+205E5,
U+205E6,
U+205E7,
U+205E8,
U+205E9,
U+205EA,
U+205EB,
U+205EC,
U+205ED,
U+205EE,
U+205EF,
U+205F0,
U+205F1,
U+205F2,
U+205F3,
U+205F4,
U+205F5,
U+205F6,
U+205F7,
U+205F8,
U+205F9,
U+205FA,이
U+205FB,
U+205FC,
U+205FD,
U+205FE,
U+205FF,
U+20600,
U+20601,
U+20602,
U+20603,
U+20604,
U+20605,
U+20606,
U+20607,
U+20608,
U+20609,
U+2060A,
U+2060B,
U+2060C,
U+2060D,
U+2060E,
U+2060F,
U+20610,
U+20611,
U+20612,
U+20613,
U+20614,
U+20615,
U+20616,
U+20617,
U+20618,
U+20619,
U+2061A,
U+2061B,
U+2061C,
U+2061D,
U+2061E,
U+2061F,
U+20620,
U+20621,
U+20622,
U+20623,
U+20624,
U+20625,
U+20626,
U+20627,
U+20628,
U+20629,
U+2062A,
U+2062B,
U+2062C,
U+2062D,
U+2062E,
U+2062F,
U+20630,
U+20631,
U+20632,
U+20633,
U+20634,
U+20635,
U+20636,
U+20637,
U+20638,
U+20639,
U+2063A,
U+2063B,
U+2063C,
U+2063D,
U+2063E,
U+2063F,
U+20640,
U+20641,
U+20642,
U+20643,
U+20644,
U+20645,
U+20646,
U+20647,
U+20648,
U+20649,
U+2064A,
U+2064B,
U+2064C,
U+2064D,
U+2064E,
U+2064F,
U+20650,
U+20651,
U+20652,봉
U+20653,
U+20654,
U+20655,
U+20656,
U+20657,
U+20658,
U+20659,
U+2065A,
U+2065B,
U+2065C,
U+2065D,
U+2065E,
U+2065F,
U+20660,
U+20661,
U+20662,
U+20663,
U+20664,
U+20665,
U+20666,
U+20667,
U+20668,
U+20669,
U+2066A,
U+2066B,
U+2066C,
U+2066D,
U+2066E,
U+2066F,
U+20670,
U+20671,
U+20672,
U+20673,
U+20674,
U+20675,
U+20676,
U+20677,
U+20678,
U+20679,
U+2067A,
U+2067B,
U+2067C,
U+2067D,
U+2067E,
U+2067F,
U+20680,
U+20681,
U+20682,
U+20683,
U+20684,
U+20685,
U+20686,
U+20687,
U+20688,
U+20689,
U+2068A,
U+2068B,
U+2068C,
U+2068D,
U+2068E,
U+2068F,
U+20690,
U+20691,
U+20692,
U+20693,
U+20694,
U+20695,
U+20696,
U+20697,
U+20698,
U+20699,
U+2069A,
U+2069B,
U+2069C,
U+2069D,
U+2069E,
U+2069F,
U+206A0,
U+206A1,
U+206A2,
U+206A3,
U+206A4,
U+206A5,
U+206A6,
U+206A7,
U+206A8,
U+206A9,
U+206AA,
U+206AB,
U+206AC,
U+206AD,
U+206AE,
U+206AF,
U+206B0,
U+206B1,
U+206B2,
U+206B3,
U+206B4,
U+206B5,
U+206B6,
U+206B7,
U+206B8,
U+206B9,
U+206BA,
U+206BB,
U+206BC,
U+206BD,
U+206BE,
U+206BF,
U+206C0,
U+206C1,
U+206C2,
U+206C3,
U+206C4,
U+206C5,
U+206C6,
U+206C7,
U+206C8,
U+206C9,
U+206CA,
U+206CB,
U+206CC,
U+206CD,
U+206CE,구
U+206CF,
U+206D0,
U+206D1,
U+206D2,
U+206D3,
U+206D4,
U+206D5,
U+206D6,
U+206D7,
U+206D8,
U+206D9,
U+206DA,
U+206DB,
U+206DC,
U+206DD,
U+206DE,
U+206DF,
U+206E0,
U+206E1,
U+206E2,
U+206E3,
U+206E4,
U+206E5,
U+206E6,
U+206E7,
U+206E8,
U+206E9,
U+206EA,
U+206EB,
U+206EC,
U+206ED,
U+206EE,
U+206EF,
U+206F0,
U+206F1,
U+206F2,
U+206F3,
U+206F4,
U+206F5,
U+206F6,
U+206F7,
U+206F8,
U+206F9,
U+206FA,
U+206FB,
U+206FC,
U+206FD,
U+206FE,
U+206FF,
U+20700,
U+20701,
U+20702,
U+20703,
U+20704,
U+20705,
U+20706,
U+20707,
U+20708,
U+20709,
U+2070A,
U+2070B,
U+2070C,
U+2070D,
U+2070E,
U+2070F,
U+20710,
U+20711,
U+20712,
U+20713,
U+20714,
U+20715,
U+20716,
U+20717,
U+20718,
U+20719,
U+2071A,
U+2071B,
U+2071C,
U+2071D,
U+2071E,
U+2071F,
U+20720,
U+20721,
U+20722,
U+20723,리
U+20724,
U+20725,
U+20726,
U+20727,
U+20728,
U+20729,
U+2072A,
U+2072B,
U+2072C,
U+2072D,
U+2072E,
U+2072F,
U+20730,
U+20731,
U+20732,아
U+20733,
U+20734,과
U+20735,
U+20736,
U+20737,
U+20738,
U+20739,
U+2073A,
U+2073B,
U+2073C,
U+2073D,
U+2073E,
U+2073F,
U+20740,
U+20741,
U+20742,
U+20743,
U+20744,
U+20745,
U+20746,
U+20747,
U+20748,
U+20749,
U+2074A,
U+2074B,
U+2074C,
U+2074D,
U+2074E,
U+2074F,
U+20750,
U+20751,
U+20752,
U+20753,
U+20754,
U+20755,
U+20756,
U+20757,
U+20758,
U+20759,
U+2075A,
U+2075B,
U+2075C,
U+2075D,
U+2075E,
U+2075F,
U+20760,
U+20761,초
U+20762,
U+20763,
U+20764,
U+20765,
U+20766,
U+20767,
U+20768,
U+20769,
U+2076A,
U+2076B,
U+2076C,
U+2076D,
U+2076E,
U+2076F,
U+20770,
U+20771,
U+20772,
U+20773,
U+20774,
U+20775,
U+20776,
U+20777,
U+20778,
U+20779,
U+2077A,
U+2077B,
U+2077C,
U+2077D,
U+2077E,
U+2077F,
U+20780,
U+20781,
U+20782,
U+20783,
U+20784,
U+20785,
U+20786,
U+20787,
U+20788,
U+20789,
U+2078A,
U+2078B,
U+2078C,
U+2078D,
U+2078E,
U+2078F,
U+20790,
U+20791,
U+20792,
U+20793,
U+20794,
U+20795,
U+20796,
U+20797,
U+20798,
U+20799,
U+2079A,
U+2079B,
U+2079C,
U+2079D,
U+2079E,
U+2079F,
U+207A0,
U+207A1,
U+207A2,
U+207A3,
U+207A4,
U+207A5,
U+207A6,
U+207A7,
U+207A8,
U+207A9,
U+207AA,
U+207AB,
U+207AC,
U+207AD,
U+207AE,
U+207AF,
U+207B0,
U+207B1,
U+207B2,
U+207B3,
U+207B4,
U+207B5,
U+207B6,
U+207B7,
U+207B8,
U+207B9,
U+207BA,
U+207BB,
U+207BC,
U+207BD,
U+207BE,
U+207BF,
U+207C0,
U+207C1,
U+207C2,
U+207C3,
U+207C4,
U+207C5,
U+207C6,
U+207C7,
U+207C8,
U+207C9,
U+207CA,
U+207CB,
U+207CC,
U+207CD,
U+207CE,
U+207CF,
U+207D0,
U+207D1,
U+207D2,
U+207D3,
U+207D4,
U+207D5,
U+207D6,
U+207D7,
U+207D8,
U+207D9,
U+207DA,
U+207DB,
U+207DC,
U+207DD,
U+207DE,
U+207DF,
U+207E0,
U+207E1,
U+207E2,
U+207E3,
U+207E4,
U+207E5,
U+207E6,
U+207E7,
U+207E8,
U+207E9,
U+207EA,
U+207EB,
U+207EC,
U+207ED,
U+207EE,
U+207EF,
U+207F0,
U+207F1,
U+207F2,
U+207F3,
U+207F4,
U+207F5,
U+207F6,
U+207F7,
U+207F8,
U+207F9,
U+207FA,
U+207FB,
U+207FC,환
U+207FD,
U+207FE,
U+207FF,
U+20800,
U+20801,
U+20802,
U+20803,
U+20804,
U+20805,
U+20806,
U+20807,
U+20808,
U+20809,
U+2080A,
U+2080B,
U+2080C,
U+2080D,
U+2080E,
U+2080F,
U+20810,
U+20811,
U+20812,
U+20813,
U+20814,
U+20815,
U+20816,
U+20817,
U+20818,
U+20819,
U+2081A,
U+2081B,
U+2081C,영
U+2081D,
U+2081E,
U+2081F,
U+20820,
U+20821,
U+20822,
U+20823,
U+20824,
U+20825,
U+20826,
U+20827,
U+20828,
U+20829,
